book_id,author_id,book_genre,reader_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
726,367,9,23416,171,5,31,2002,21,2
1774,76,6,882,203,10,24,2017,159,4
2622,159,6,5477,113,5,4,2004,162,2
2270,327,10,10525,656,7,27,2003,155,3
2321,229,7,29583,501,2,39,2001,102,5
2287,91,3,23591,663,2,10,2012,44,2
1379,95,10,7080,342,4,45,2021,124,7
2603,183,1,5118,421,5,12,2018,140,7
2823,186,8,12,699,9,46,2000,167,4
859,148,8,24015,664,10,26,2014,122,2
115,188,3,13291,400,7,35,2016,98,6
2460,373,10,6359,635,10,50,2011,165,3
2246,27,8,19150,283,4,4,2011,137,3
416,98,6,20019,339,6,4,2010,37,5
1111,416,1,11434,526,6,1,2005,48,1
872,68,1,7800,641,3,41,2011,185,1
1812,14,9,28994,224,5,19,2012,137,2
2317,255,10,878,602,3,36,2020,105,7
1500,304,2,14219,286,3,31,2015,159,3
2895,88,2,8780,170,9,12,2004,10,3
752,229,5,212,479,8,31,2000,73,1
2165,152,6,28057,662,8,30,2011,16,4
2145,238,2,7924,413,8,5,2009,89,2
541,39,2,6001,543,1,11,2003,50,1
751,3,7,4102,221,5,48,2017,198,7
1644,431,5,23244,194,2,5,2011,20,3
125,324,4,25369,362,2,4,2017,85,1
1808,197,5,26570,611,7,23,2005,160,5
2175,342,9,9754,262,10,50,2013,51,4
2991,174,4,20517,493,9,32,2016,153,3
1317,68,1,9733,126,6,34,2003,94,5
684,332,9,9688,174,6,49,2003,110,3
237,411,5,28367,251,7,47,2006,87,6
2499,438,4,19724,540,6,32,2014,95,5
2026,298,6,12653,274,10,7,2003,26,2
2555,280,6,19352,686,1,7,2017,87,5
413,350,5,20516,363,1,6,2011,56,3
1593,14,9,12548,553,9,23,2006,173,2
203,127,1,3892,88,1,2,2006,193,4
1305,396,2,10726,428,3,23,2019,177,6
2051,114,10,22744,597,1,13,2002,141,1
2532,194,9,28909,428,7,38,2012,142,7
616,387,4,20140,616,4,46,2012,130,2
2974,149,1,12079,360,5,18,2018,156,1
1282,92,2,16271,332,2,24,2004,93,1
118,126,10,3926,483,5,18,2002,200,3
1918,369,1,12986,100,6,4,2018,93,3
2956,179,2,3826,547,9,46,2007,121,1
62,133,1,7598,550,2,5,2006,11,1
2237,187,7,11787,225,8,25,2017,199,3
1945,193,9,21919,468,10,5,2008,105,3
863,285,10,10463,305,6,50,2014,11,6
520,157,6,27561,257,7,29,2012,27,6
523,335,3,1918,476,8,25,2002,114,5
2114,184,8,1277,424,3,35,2004,101,2
2878,199,1,23848,457,1,44,2012,7,4
426,302,5,29911,655,7,9,2010,119,3
2240,241,5,17861,221,10,41,2014,112,7
55,112,7,7079,106,1,29,2003,122,5
755,243,4,22975,144,4,45,2011,27,7
2226,156,3,7000,542,5,30,2007,197,7
409,225,1,10724,554,7,8,2012,158,4
1201,156,3,3696,117,1,30,2005,145,4
2614,69,2,27551,251,1,20,2000,109,6
2462,75,4,11715,460,7,38,2016,36,6
2844,378,8,13096,335,1,30,2010,65,3
1815,171,5,16300,168,8,34,2020,196,1
2875,191,7,21418,602,4,45,2009,182,2
2590,5,8,6618,292,2,19,2020,177,4
2553,393,9,5837,99,4,26,2013,113,4
2876,27,7,7910,242,4,15,2020,90,6
1523,81,5,213,156,7,19,2020,38,2
436,87,1,21730,323,6,1,2019,114,2
521,159,5,7960,221,10,4,2016,2,5
1469,288,9,13084,403,7,9,2015,171,4
2919,369,7,16635,283,4,17,2019,150,2
789,83,1,11578,280,8,34,2012,70,7
779,360,4,2560,314,8,21,2003,155,1
847,281,1,18527,475,4,38,2017,24,2
2883,219,8,10559,506,2,49,2014,43,7
2071,349,5,23761,422,9,10,2013,178,3
1457,121,1,10470,232,3,5,2002,69,7
640,331,4,7302,277,4,23,2009,46,6
2678,107,6,29537,508,2,14,2011,119,4
602,335,2,3605,610,6,50,2015,194,5
1498,212,3,15258,425,2,18,2006,74,1
1652,205,9,21472,283,2,27,2005,66,5
2025,278,2,10857,340,10,40,2015,139,6
1392,311,10,15293,559,3,15,2001,200,6
518,257,5,20416,389,2,36,2020,181,2
2537,271,10,5107,570,8,2,2002,9,4
1783,83,9,7544,207,1,43,2000,14,1
1144,118,9,11111,363,5,5,2019,164,7
903,302,4,21448,265,9,13,2006,17,3
1600,432,10,17715,243,10,37,2007,113,3
2676,103,2,10018,270,7,18,2004,52,2
2299,428,2,23528,561,8,32,2012,13,1
1650,65,4,29811,576,7,19,2012,37,2
2273,56,8,29334,700,10,24,2016,102,2
2231,270,3,29214,338,8,8,2013,107,2
1508,346,7,14093,205,8,5,2010,167,3
1050,50,1,22785,656,6,24,2016,36,7
1324,162,9,28308,249,9,31,2002,47,4
1872,240,7,9165,266,9,7,2011,44,3
2036,245,3,29602,162,7,20,2019,130,4
2912,204,1,15143,79,2,6,2019,14,3
2157,424,3,12342,559,3,22,2007,114,7
2796,395,8,4863,672,10,7,2011,120,6
2631,105,7,26198,205,1,20,2011,148,4
403,353,6,9263,491,4,23,2018,23,3
54,219,1,11529,344,2,10,2001,178,7
2923,7,9,24135,404,4,23,2008,179,1
1738,191,9,13759,591,9,36,2003,190,1
2895,369,7,4818,694,1,38,2018,106,7
1053,183,4,27866,456,1,43,2014,169,5
1544,375,3,17096,669,2,5,2020,28,4
1266,439,3,618,443,4,2,2018,101,1
1256,219,1,27631,218,3,13,2010,173,7
685,38,2,25727,569,4,6,2001,112,5
2267,276,8,27953,333,9,29,2007,183,2
730,154,1,26498,289,5,46,2000,179,1
1853,14,8,26755,399,7,12,2019,177,2
69,439,10,22808,639,7,35,2004,78,4
1399,376,5,16236,429,8,31,2010,145,6
995,199,2,12065,637,1,41,2008,143,6
272,83,3,23901,193,5,21,2011,122,5
787,288,8,23223,281,10,38,2001,13,5
1671,248,1,14436,683,1,11,2019,61,6
2682,408,4,8543,581,3,11,2002,39,4
1096,431,2,17930,504,10,3,2007,139,3
1251,156,7,29327,484,10,49,2011,148,6
1796,46,3,25041,185,1,10,2020,196,1
594,18,3,21000,208,5,39,2002,100,3
550,252,4,16183,80,10,43,2013,192,6
1487,435,8,15673,551,10,35,2018,17,2
763,206,10,29271,646,10,15,2007,149,7
956,194,1,8334,102,3,15,2014,56,5
1603,96,7,23519,278,10,34,2010,111,5
1937,90,10,12144,396,5,18,2021,101,5
1851,90,4,2079,388,9,13,2011,163,7
2972,29,4,8001,276,10,4,2002,68,5
1379,353,4,21755,263,1,11,2009,146,7
1850,319,7,28317,378,7,31,2008,109,1
2454,232,10,2967,356,3,4,2006,87,2
980,49,4,11496,484,7,20,2018,134,6
773,421,7,665,691,6,42,2001,98,1
383,350,7,17329,484,3,25,2010,122,2
906,416,2,11763,453,2,26,2006,151,4
520,253,10,27075,398,3,16,2014,141,3
1088,237,9,26712,518,1,23,2002,111,6
1755,437,8,158,133,5,4,2021,51,6
2183,407,10,762,565,6,11,2017,167,1
1302,413,9,1861,632,4,4,2016,3,6
1206,369,9,14010,431,1,45,2016,165,3
2195,231,8,23300,639,1,26,2008,30,7
2084,336,4,14963,284,6,35,2003,183,4
2020,74,10,10715,128,6,44,2019,137,2
1559,379,7,18428,117,3,35,2010,34,4
1061,45,1,4631,387,2,5,2007,160,2
1674,362,4,15421,447,10,15,2000,132,6
1411,61,10,11114,650,7,44,2006,20,7
1946,315,7,6091,226,9,41,2012,150,7
293,109,7,11850,382,4,49,2018,64,4
1599,240,10,20860,369,5,17,2021,147,2
1281,274,10,26339,170,1,34,2019,140,5
779,73,7,22682,258,9,34,2020,43,7
2300,134,8,25753,229,9,10,2004,88,5
1692,276,1,6121,436,3,25,2021,110,6
2230,417,3,5847,379,3,5,2001,27,6
195,260,2,7014,555,1,8,2017,105,2
310,174,5,7176,446,3,13,2001,199,3
2468,334,5,11054,261,10,26,2006,105,2
2422,158,6,16612,698,5,39,2015,168,2
1896,194,5,5978,529,1,30,2004,45,6
1560,307,1,6338,385,2,33,2016,187,2
139,274,2,18788,424,2,24,2008,116,4
154,182,1,5501,624,9,4,2007,136,3
2238,119,5,1915,419,5,11,2008,135,7
2951,202,6,29762,219,8,5,2010,129,6
2119,343,1,7405,345,8,22,2018,25,3
2794,296,3,13752,374,4,32,2013,186,1
752,387,2,29298,548,7,36,2005,6,3
1812,368,10,8031,691,1,49,2010,135,5
735,173,3,21439,249,3,34,2001,17,6
112,181,4,21261,695,6,12,2006,142,7
2950,326,7,21605,650,1,17,2011,68,2
2959,54,9,18929,286,5,36,2011,171,1
2697,339,2,17771,663,7,42,2017,158,5
1583,435,4,14747,312,10,50,2001,57,1
583,21,4,11541,368,6,46,2008,8,1
2311,386,4,3817,599,3,28,2007,156,4
913,159,6,20609,511,6,46,2018,46,4
980,179,10,2899,649,10,20,2018,105,4
2371,412,9,12394,363,2,31,2019,140,3
408,148,4,12101,307,3,43,2006,15,1
168,1,8,21634,663,2,18,2001,53,2
1436,89,2,4978,85,1,16,2015,152,2
2801,431,4,7134,190,4,24,2006,148,3
2184,113,4,26053,247,2,2,2015,168,5
117,137,6,13759,696,3,40,2008,92,7
489,450,8,9071,194,5,25,2008,67,6
860,46,6,4363,125,10,5,2017,65,4
692,202,1,15947,212,5,33,2003,3,3
1981,336,10,11203,346,6,27,2017,89,3
2307,276,6,29077,670,1,40,2019,33,6
466,421,6,23981,217,5,33,2015,117,5
1429,44,6,4792,93,6,28,2000,144,6
385,390,10,22709,672,6,24,2009,40,5
1839,261,10,18019,403,3,35,2014,130,7
2852,19,5,4045,83,7,7,2015,65,7
223,447,5,24003,653,1,35,2010,65,1
965,136,8,264,663,5,34,2003,191,6
812,379,10,6768,380,2,28,2021,13,5
250,239,9,21583,412,4,15,2001,138,4
791,9,6,14586,179,9,19,2008,48,4
2897,70,1,14870,152,8,37,2002,15,5
1726,374,4,5411,221,10,5,2003,173,6
945,253,1,9710,195,7,27,2019,13,4
320,220,7,21694,601,6,39,2010,158,7
565,301,10,28371,330,4,25,2011,76,6
2756,280,3,27791,304,3,32,2007,171,4
1179,447,7,9205,178,1,9,2013,117,3
2736,209,9,12643,394,8,50,2010,35,6
2647,237,10,29947,378,9,6,2004,134,5
1385,432,4,713,541,6,6,2003,140,7
556,205,5,27215,396,8,32,2021,151,4
2440,325,8,12567,341,6,39,2016,160,4
642,79,4,14242,121,3,9,2006,111,4
1087,101,4,28830,398,9,37,2007,125,1
2990,129,6,92,419,6,40,2010,159,3
2303,307,1,16742,637,2,29,2012,83,5
1345,338,8,3163,314,10,22,2005,79,3
987,377,7,18861,249,1,42,2021,80,7
1230,292,3,13230,430,9,46,2020,5,1
2453,447,9,22106,206,8,21,2002,29,1
2493,196,9,26593,115,6,17,2018,82,3
2604,245,9,21359,324,7,46,2019,116,7
1857,163,5,19841,487,10,44,2017,110,6
2642,289,7,23748,680,6,19,2016,41,7
2836,331,2,6377,663,8,36,2015,98,3
2159,193,3,19136,360,3,44,2004,143,5
2798,102,7,3979,567,6,39,2002,75,4
2942,325,2,214,367,9,17,2013,172,2
2733,304,5,28677,275,5,9,2020,200,4
428,354,6,20850,350,3,22,2021,125,4
2207,77,3,3689,362,1,42,2016,183,6
908,84,3,14691,182,1,25,2015,131,7
1478,360,9,17086,601,7,4,2016,183,7
2054,290,8,23216,518,6,20,2020,195,2
197,86,3,24321,176,1,4,2007,111,5
1405,442,6,17992,597,4,1,2012,1,3
555,177,8,23674,283,1,44,2015,49,4
2419,180,9,14053,337,4,4,2017,115,7
2822,278,10,3443,466,9,24,2011,156,7
2299,406,7,24111,689,9,42,2006,5,2
132,339,2,13434,396,4,44,2007,10,3
346,323,8,29059,119,4,28,2002,20,1
437,129,1,22001,684,2,20,2013,148,6
1498,232,3,9193,315,3,42,2014,121,3
2295,365,9,12147,463,4,50,2020,177,7
953,416,7,27999,173,8,20,2012,112,4
1138,200,10,2195,165,6,15,2012,53,2
1511,421,5,6744,300,3,37,2016,59,3
1740,335,2,2149,621,4,13,2004,35,3
2462,435,7,24839,315,3,9,2010,122,7
375,59,6,26940,308,8,11,2000,149,7
1077,398,5,28538,395,6,5,2012,74,7
2066,237,6,29409,698,7,31,2003,1,6
2566,225,4,24866,230,3,25,2001,8,4
903,14,2,15153,227,3,30,2009,28,5
1074,387,4,14884,563,7,25,2013,153,5
1645,41,4,23693,461,2,3,2017,74,2
2917,42,9,23297,263,9,10,2013,23,1
926,26,8,17208,334,10,37,2017,94,2
1532,171,5,22840,290,9,25,2011,104,4
1216,394,6,17539,469,2,34,2008,142,5
2637,378,6,21731,637,3,27,2017,66,3
249,150,7,8399,83,9,16,2008,49,3
2245,408,3,13116,557,4,40,2011,90,4
1126,15,1,28281,296,6,46,2017,111,4
2792,111,1,22050,353,5,34,2021,61,7
307,343,4,25745,435,1,24,2014,141,4
1988,184,4,10016,505,10,9,2002,66,2
1888,446,6,3474,436,6,49,2016,16,5
2046,93,6,28524,155,4,16,2004,170,1
682,59,2,12675,667,4,38,2020,177,3
773,422,9,21674,275,6,4,2004,160,6
1333,145,2,16104,319,4,7,2014,127,3
2461,252,1,18078,454,10,9,2009,59,4
1095,214,8,11923,82,4,27,2013,137,2
1762,30,7,28751,664,5,26,2003,21,5
754,284,10,690,266,7,41,2004,137,5
1976,274,9,761,372,6,28,2008,73,3
1863,399,1,11275,104,8,50,2010,191,6
1054,174,1,26789,144,3,43,2003,26,5
2030,285,7,191,615,4,40,2009,193,6
2780,70,3,29294,554,3,45,2011,56,3
203,235,5,21702,508,8,8,2020,30,5
1862,66,3,10368,317,2,44,2015,196,1
171,91,7,28122,304,4,23,2021,41,4
2750,242,7,26641,184,1,42,2003,86,2
27,391,2,21368,597,10,17,2021,132,3
154,295,9,28821,649,1,24,2005,193,5
1119,75,5,20049,687,9,20,2007,28,6
1056,87,3,25607,547,1,7,2015,177,1
1916,395,4,26156,599,10,9,2021,191,2
316,427,6,14401,164,9,48,2005,97,4
291,398,9,6827,666,4,24,2004,198,3
2007,50,8,7482,532,8,2,2005,157,4
1630,355,7,18492,663,10,11,2020,159,3
1146,301,3,288,211,2,42,2005,155,2
873,445,3,23004,132,5,6,2010,19,1
773,107,8,18382,551,2,45,2004,55,4
1255,94,4,14234,455,3,25,2006,136,4
25,224,8,25234,404,6,34,2021,40,2
2034,342,6,19813,168,1,18,2009,179,7
1175,244,5,15224,239,1,37,2005,194,5
2382,63,5,7586,542,4,44,2012,166,6
951,24,3,17386,429,1,50,2015,94,4
847,58,5,22077,290,4,16,2004,13,4
1937,23,7,28175,539,1,39,2017,30,1
1054,70,9,23793,212,8,16,2011,130,7
752,385,2,14031,346,2,19,2005,73,4
1237,387,3,27315,226,3,30,2012,79,4
2330,413,8,17902,596,5,18,2019,157,6
2209,212,1,10717,402,9,1,2013,71,3
1189,335,5,25621,117,9,9,2003,34,2
2827,373,9,13688,534,2,29,2007,184,1
1312,79,8,1311,605,5,5,2009,118,5
2148,208,1,2432,386,2,47,2009,21,5
1025,342,7,3874,331,2,11,2017,8,7
1982,106,4,12653,548,2,5,2000,191,1
204,274,1,9187,354,7,12,2020,97,1
381,446,2,28892,475,7,27,2002,93,2
2669,39,7,20575,503,9,16,2000,132,5
705,426,4,22578,318,5,41,2012,46,2
624,278,4,16463,515,10,28,2012,107,7
74,114,10,12201,251,8,10,2014,126,3
2428,371,6,11272,337,4,23,2016,40,5
1773,295,4,13414,116,6,14,2004,107,5
2660,264,8,10880,233,2,24,2010,143,6
2260,447,7,8192,591,5,5,2009,39,1
90,436,1,3290,104,4,14,2013,105,3
1290,11,7,15369,679,4,43,2018,107,7
2009,55,8,24484,511,8,43,2005,193,4
2140,448,10,15991,588,3,42,2018,135,7
1987,45,10,2976,459,9,30,2013,16,4
1571,414,7,14803,650,3,18,2002,118,3
452,100,2,29898,399,5,30,2008,197,1
2000,259,5,4103,662,10,39,2006,83,6
2518,246,9,6003,329,7,49,2021,64,6
2844,169,10,29029,485,8,2,2000,126,3
271,272,2,22571,543,1,12,2005,142,5
2806,215,8,15084,222,5,29,2018,172,2
1508,318,1,8674,444,5,45,2016,34,2
962,118,2,2685,694,6,10,2021,181,4
1239,85,8,21758,331,5,25,2009,46,3
1618,32,4,26257,599,9,47,2000,66,3
1884,377,1,3914,420,2,3,2002,190,7
2352,71,2,9290,310,3,20,2018,44,7
1820,122,8,29959,95,2,6,2012,153,7
2729,179,8,8641,186,3,5,2002,76,6
2616,413,8,15030,639,10,9,2008,99,4
2231,164,6,126,599,6,17,2005,44,4
2632,83,1,13459,377,8,31,2009,7,7
391,293,2,22126,660,1,26,2003,51,7
1201,396,4,13677,153,6,48,2014,128,5
2581,173,9,29219,549,3,20,2009,69,6
988,289,7,24258,289,2,2,2013,51,1
1854,253,6,1215,226,5,18,2016,149,2
1324,14,10,1037,358,8,11,2013,192,2
190,442,5,5903,651,1,50,2020,112,7
2023,176,4,2250,274,2,25,2001,52,1
2456,10,6,16473,130,10,36,2000,10,1
146,351,6,24378,355,6,3,2008,191,1
1614,39,7,10018,181,1,16,2015,89,2
475,335,7,7715,124,1,46,2013,16,7
2468,319,5,19850,624,3,22,2009,10,2
1069,114,3,20518,566,7,43,2017,154,4
2611,154,1,8206,258,2,39,2019,6,4
1344,166,5,12196,88,2,5,2003,178,2
1167,439,1,4270,652,10,37,2003,92,6
2641,351,6,29238,385,10,8,2012,5,2
1562,298,1,23749,441,10,35,2007,129,1
2565,307,2,15298,445,6,41,2007,127,2
268,56,2,17924,413,6,23,2004,43,1
2842,155,7,9865,219,7,5,2020,38,6
955,112,3,4574,378,3,14,2010,162,2
995,198,9,4141,409,2,8,2007,94,7
1245,403,4,9978,639,5,26,2011,33,5
936,210,3,12504,362,3,28,2016,164,7
10,371,4,3031,157,2,7,2018,197,4
2204,258,3,12096,484,2,9,2007,44,4
1537,130,4,7145,280,6,49,2017,194,1
2243,177,6,16861,320,2,42,2010,136,3
2941,426,1,20244,471,3,39,2009,64,1
2437,255,9,7684,227,3,41,2021,29,1
2270,204,10,21968,479,8,39,2009,146,5
1310,120,1,2423,230,7,31,2000,164,6
463,143,4,8620,516,3,42,2006,1,4
2720,374,4,5717,517,7,1,2007,122,2
2537,323,7,29925,462,8,11,2003,152,3
1931,158,6,26403,438,3,17,2016,126,4
1196,155,9,1832,676,4,23,2021,132,7
2159,164,6,23851,111,8,21,2002,148,7
2031,212,4,22209,202,2,49,2012,175,6
1043,95,5,8980,570,8,19,2009,196,4
2679,1,6,14780,113,8,49,2019,34,4
2447,182,10,19721,174,6,50,2018,143,7
2858,395,7,24320,111,1,44,2011,69,3
928,201,7,305,180,6,1,2018,122,2
2490,386,10,24502,579,4,38,2000,77,6
728,273,7,4936,96,1,19,2016,83,2
910,179,3,29333,443,6,4,2000,79,5
402,315,10,20757,349,7,6,2010,95,1
67,28,8,6971,405,9,8,2009,138,1
1741,201,6,4631,163,5,31,2016,174,6
1466,246,1,10452,480,4,25,2004,82,1
528,184,10,29419,384,3,15,2020,96,3
2206,428,6,2692,357,5,48,2004,143,6
665,1,3,25716,633,4,40,2009,131,7
2657,20,7,3674,139,4,4,2018,163,5
306,219,4,9450,236,7,45,2021,157,5
2566,31,10,16331,368,4,43,2000,115,7
2501,297,8,11649,576,10,24,2018,86,7
935,366,4,3439,570,2,42,2014,98,3
2236,201,10,23799,91,10,16,2007,149,4
1800,127,3,13703,505,3,12,2018,141,4
1543,47,1,9,449,10,23,2019,35,6
1778,85,5,18518,374,3,37,2010,86,4
2608,81,10,24468,652,10,13,2018,43,6
2198,37,5,20629,583,1,25,2010,125,4
560,320,7,25868,311,6,9,2000,199,5
1689,414,10,25921,658,5,22,2021,59,1
2087,229,3,14017,398,7,16,2003,86,1
2943,255,5,8493,245,4,45,2010,172,5
121,372,7,7615,345,5,41,2016,62,7
1610,127,9,514,457,4,31,2002,91,6
1654,388,10,7927,394,10,21,2016,134,6
567,234,10,24350,394,2,15,2019,152,5
1801,180,7,16873,453,5,2,2017,60,3
458,280,5,28908,161,9,15,2014,112,4
1357,355,4,6824,614,7,2,2018,23,7
547,297,6,5559,252,7,31,2003,49,5
1449,90,3,21042,179,4,21,2012,106,6
2038,226,1,8078,349,9,39,2017,99,6
2003,436,9,15071,219,9,31,2008,169,7
517,187,7,18176,273,7,49,2004,25,6
1399,364,1,25075,240,5,45,2019,68,4
1617,167,2,16103,620,1,37,2000,182,2
560,326,10,16713,84,5,29,2012,62,2
2508,111,10,18790,99,7,48,2018,153,6
1068,142,9,4355,432,8,39,2009,157,5
2140,244,10,22596,95,6,21,2001,107,3
1048,277,10,26421,180,2,10,2005,194,1
1475,247,9,3406,585,8,50,2011,48,6
2985,273,8,7516,125,2,18,2000,113,1
239,445,7,16455,80,5,17,2006,105,6
911,396,4,29459,401,7,40,2012,89,2
89,48,6,10360,354,2,26,2010,49,4
1693,442,10,4102,592,9,17,2014,100,7
1506,190,4,26307,173,5,5,2003,145,5
877,397,8,19898,192,3,50,2012,138,4
2071,114,10,3561,77,5,41,2014,32,2
812,342,3,7728,615,7,19,2011,72,7
1869,422,10,15691,425,6,15,2008,111,7
397,344,7,7800,334,3,42,2008,189,7
1166,309,6,4777,261,5,22,2015,177,5
2062,284,6,20542,265,1,45,2013,55,7
777,435,9,8129,489,6,23,2010,170,5
949,248,10,21906,404,3,40,2013,58,1
1858,3,7,9209,116,8,45,2011,75,6
261,264,9,25270,617,6,31,2004,14,1
1646,418,1,19414,414,1,36,2016,175,2
904,37,2,16101,599,5,32,2012,54,4
86,22,6,22767,678,2,23,2017,166,5
1475,330,2,18859,556,4,6,2021,169,7
430,278,5,20564,548,1,19,2003,7,4
744,150,5,17463,419,7,47,2015,119,4
748,149,3,27187,461,1,11,2012,9,2
85,302,9,23017,614,10,10,2002,182,2
2591,360,10,3870,291,6,30,2015,135,6
547,309,3,3345,206,3,22,2011,113,6
1197,409,9,27276,279,9,38,2013,93,3
2773,353,6,116,265,3,1,2000,67,2
1640,148,7,23013,439,3,42,2006,188,2
1764,172,8,18488,689,9,34,2014,107,6
636,428,1,1052,194,3,35,2000,181,3
2180,142,10,2061,78,2,11,2013,47,6
2664,65,2,15422,423,7,39,2005,39,3
553,91,8,26653,280,9,42,2011,154,6
1140,443,1,23657,404,7,38,2012,191,7
1622,323,1,16602,599,9,6,2010,67,3
214,127,4,22382,504,2,19,2003,81,3
2003,433,8,15622,248,4,38,2015,159,1
479,237,5,25968,154,8,44,2000,98,3
1131,41,9,22441,89,7,40,2006,55,2
290,39,3,23823,334,2,22,2003,116,3
586,47,3,8740,311,2,22,2018,105,2
2527,391,7,13405,201,7,15,2010,32,3
543,189,2,939,122,7,25,2005,15,3
1316,189,4,3222,693,5,18,2007,17,4
637,27,3,8912,485,10,4,2016,88,7
1188,31,8,15143,230,3,49,2019,191,1
1592,166,8,2809,668,7,42,2011,89,7
792,25,10,153,270,4,37,2019,155,6
1617,446,4,23818,556,6,29,2020,40,1
2802,49,7,29707,312,4,10,2018,124,4
307,407,3,5870,632,9,14,2015,169,3
2152,189,3,18077,337,2,12,2015,24,1
2054,425,8,11018,230,10,32,2002,38,6
2074,257,4,928,554,4,37,2002,52,7
1073,167,9,21936,474,1,29,2010,17,6
2444,231,9,19348,406,4,32,2000,42,6
278,255,2,4259,652,3,32,2001,126,5
2555,145,4,18062,317,6,38,2008,81,3
1283,59,7,22770,142,9,17,2019,8,5
1155,140,1,27699,599,3,25,2002,24,5
2944,213,8,18251,234,3,43,2004,51,1
319,142,2,10239,686,6,48,2008,54,5
2131,115,8,18279,183,5,47,2021,108,3
102,448,7,19753,136,5,22,2014,173,7
2299,297,5,4938,260,1,38,2010,10,6
2394,124,3,4717,281,8,13,2021,126,5
1610,157,5,22988,276,10,42,2000,138,4
2317,248,5,9816,479,6,22,2008,89,5
2909,53,1,5192,662,9,19,2005,51,3
1727,137,8,13668,619,8,44,2005,63,6
2232,283,7,2495,301,6,22,2020,114,1
1902,401,9,26098,499,9,26,2012,47,7
2689,222,2,10078,380,5,25,2011,35,1
443,348,10,10081,333,9,36,2006,85,2
715,324,4,3176,363,3,48,2021,11,3
1602,300,1,1390,304,10,27,2017,27,5
138,264,9,19244,574,5,6,2018,113,1
1976,2,5,29838,485,10,42,2015,107,5
2499,14,6,7367,389,8,17,2003,188,2
766,200,10,9388,638,3,43,2012,60,6
744,414,5,29575,606,2,50,2009,69,5
707,129,4,10195,204,6,43,2006,143,2
2254,249,4,19921,91,8,11,2013,3,5
2134,228,8,11463,118,6,39,2021,158,6
2954,382,3,6367,659,3,20,2007,185,5
835,334,6,5217,641,10,20,2006,21,3
595,301,3,22223,145,9,29,2020,11,3
1788,192,3,29623,173,6,41,2004,43,3
969,209,2,12549,648,6,34,2020,118,6
95,119,10,4605,592,10,35,2017,122,2
58,4,8,13695,329,3,8,2004,163,1
2468,144,5,10933,169,4,41,2014,131,4
1846,60,6,4312,90,9,47,2018,188,3
16,387,1,12180,106,8,33,2007,92,3
2819,413,8,11829,683,3,10,2014,72,7
663,345,6,17997,618,3,3,2008,168,6
842,372,2,28545,117,5,48,2000,125,5
2488,410,5,20527,251,2,12,2012,115,6
1660,198,10,27618,447,7,29,2006,197,2
617,449,8,24992,493,5,28,2004,6,6
460,76,9,23265,496,7,33,2015,68,5
1161,311,5,21431,546,3,31,2005,108,1
1582,382,10,11590,633,8,25,2009,167,4
2753,404,7,1843,148,5,25,2002,63,2
2318,76,8,12889,230,5,24,2020,149,2
759,102,6,16465,497,1,2,2017,151,2
6,449,9,12509,75,9,42,2015,49,1
2475,359,10,11331,595,3,12,2017,98,6
1839,137,7,17513,390,4,32,2004,173,6
1268,367,5,520,690,9,41,2014,19,2
2612,38,10,7648,542,1,36,2001,64,1
2408,90,3,13478,640,1,44,2007,149,7
2382,224,3,14491,611,6,15,2002,120,7
934,406,4,16726,83,6,30,2013,109,3
1244,366,9,4819,393,7,22,2019,196,6
3,98,7,20324,619,9,38,2020,98,1
1157,270,7,435,246,8,36,2006,28,6
2476,87,8,17042,666,7,36,2018,41,2
2350,191,3,9658,529,9,25,2012,31,3
2741,31,1,8756,366,5,22,2000,12,2
2390,438,6,8305,648,9,38,2005,64,6
2751,224,8,5495,365,5,2,2007,101,2
1944,89,5,9687,618,3,48,2009,128,2
735,48,9,8421,556,10,39,2008,174,3
534,161,3,25266,601,8,44,2008,175,3
2194,104,6,3841,450,3,25,2017,97,7
2540,148,10,10943,352,6,27,2005,175,2
2526,347,7,28020,659,4,8,2000,178,3
1632,115,10,24275,387,2,37,2001,94,1
799,65,6,10742,265,7,26,2001,132,1
2206,385,7,17347,535,9,38,2004,24,4
1569,156,3,22250,178,1,37,2010,126,1
2972,39,1,13450,247,6,4,2006,149,6
2349,288,7,12171,466,7,11,2011,16,2
1240,202,10,14677,179,2,42,2000,79,2
1026,174,2,13018,572,1,22,2014,48,2
843,22,9,26171,652,3,3,2007,73,6
1486,25,10,16224,503,8,28,2021,112,1
1747,126,7,10289,602,5,9,2020,65,6
625,8,3,22999,98,4,27,2013,117,5
551,416,6,1042,377,5,3,2008,16,2
1900,352,10,27,307,1,4,2014,78,7
1585,237,3,19910,284,2,28,2015,106,7
1626,137,10,10363,497,7,18,2006,29,7
502,300,10,9930,483,8,14,2001,56,6
2527,266,7,13026,145,4,40,2017,179,1
599,46,5,21372,556,3,40,2004,64,1
2950,356,6,7526,500,3,49,2014,135,2
2141,404,9,24785,694,5,5,2007,91,3
1164,175,8,5225,329,7,6,2015,172,2
2062,39,9,2232,207,7,42,2000,53,6
1902,270,6,29334,348,6,48,2011,167,1
1749,24,4,5453,240,3,9,2001,97,4
913,226,7,20514,171,8,24,2001,92,3
2505,330,3,7004,82,8,3,2016,136,4
1410,123,5,1451,588,7,48,2019,97,4
2977,32,8,5484,169,10,41,2013,116,2
1409,342,4,11068,407,8,48,2015,140,2
